transaction_id,customer_id,amount,currency,payment_method,payment_status,failure_reason,gateway_status,previous_failures,previous_successes,customer_tenure_days,retry_count,timestamp,recoverable,expected_action,actual_recovery,recovered_amount
TXN-00017,CUST-0066,500,INR,credit_card,failed,expired_card,operational,0,17,1569,1,2026-01-06T17:21:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00018,CUST-0387,15000,INR,debit_card,failed,expired_card,operational,3,6,1903,3,2026-01-25T13:03:00,False,STOP,False,0
TXN-00019,CUST-0232,15000,INR,upi,failed,gateway_timeout,operational,2,14,1843,1,2026-01-24T13:19:00,True,RETRY_PAYMENT,True,15000
TXN-00020,CUST-0031,2500,INR,credit_card,failed,card_declined,operational,1,0,146,0,2026-01-29T17:19:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00021,CUST-0068,2500,INR,upi,failed,temporary_gateway_failure,operational,5,15,439,0,2026-01-25T12:59:00,True,RETRY_PAYMENT,True,2500
TXN-00022,CUST-0338,30000,INR,net_banking,failed,expired_card,operational,3,6,194,1,2026-01-05T09:52:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00023,CUST-0032,2500,INR,net_banking,failed,insufficient_funds,operational,5,20,1324,2,2026-01-05T11:29:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00024,CUST-0143,2500,INR,credit_card,failed,card_declined,operational,3,4,865,0,2026-01-09T08:25:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00025,CUST-0429,7500,INR,net_banking,failed,temporary_gateway_failure,operational,0,1,1336,3,2026-01-25T14:27:00,False,STOP,False,0
TXN-00026,CUST-0085,500,INR,debit_card,failed,temporary_gateway_failure,operational,1,12,1849,1,2026-01-03T16:02:00,True,RETRY_PAYMENT,True,500
TXN-00027,CUST-0080,150000,INR,net_banking,failed,card_declined,operational,5,17,1356,1,2026-01-23T03:34:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00028,CUST-0300,500,INR,credit_card,failed,gateway_timeout,operational,5,10,118,1,2026-01-03T06:46:00,True,RETRY_PAYMENT,True,500
TXN-00029,CUST-0346,75000,INR,debit_card,failed,expired_card,operational,1,2,1219,1,2026-01-04T02:13:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00030,CUST-0042,30000,INR,credit_card,failed,insufficient_funds,degraded,4,19,82,1,2026-01-29T04:31:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00031,CUST-0203,2500,INR,upi,failed,expired_card,degraded,5,10,489,0,2026-01-13T02:07:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00032,CUST-0289,500,INR,upi,failed,invalid_payment_method,operational,0,0,939,3,2026-01-29T06:28:00,False,STOP,False,0
TXN-00033,CUST-0190,150000,INR,debit_card,failed,temporary_gateway_failure,operational,2,2,1801,0,2026-01-12T02:49:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00034,CUST-0154,2500,INR,upi,failed,insufficient_funds,operational,5,16,17,5,2026-01-26T05:46:00,False,STOP,False,0
TXN-00035,CUST-0145,75000,INR,debit_card,failed,temporary_gateway_failure,operational,5,17,319,3,2026-01-13T09:28:00,False,STOP,False,0
TXN-00036,CUST-0464,7500,INR,upi,failed,invalid_payment_method,operational,2,16,1001,1,2026-01-12T10:17:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00037,CUST-0327,75000,INR,credit_card,failed,temporary_gateway_failure,operational,0,0,684,2,2026-01-06T22:53:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00038,CUST-0280,150000,INR,net_banking,failed,gateway_timeout,operational,0,3,155,0,2026-01-07T18:48:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00039,CUST-0108,500,INR,debit_card,failed,card_declined,operational,2,1,1841,0,2026-01-17T06:49:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00040,CUST-0474,15000,INR,credit_card,failed,invalid_payment_method,operational,3,19,1535,1,2026-01-08T00:48:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00041,CUST-0411,75000,INR,debit_card,failed,gateway_timeout,operational,5,10,1603,0,2026-01-19T17:42:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00042,CUST-0440,15000,INR,debit_card,failed,invalid_payment_method,operational,0,12,1787,2,2026-01-02T18:17:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00043,CUST-0205,7500,INR,net_banking,failed,gateway_timeout,operational,1,7,49,2,2026-01-09T18:56:00,True,RETRY_PAYMENT,True,7500
TXN-00044,CUST-0060,30000,INR,upi,failed,card_declined,operational,4,10,1924,0,2026-01-02T06:08:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00045,CUST-0177,30000,INR,debit_card,failed,card_declined,operational,0,3,1222,5,2026-01-20T18:39:00,False,STOP,False,0
TXN-00046,CUST-0023,15000,INR,net_banking,failed,card_declined,operational,3,18,390,1,2026-01-12T14:13:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00047,CUST-0340,15000,INR,debit_card,failed,temporary_gateway_failure,operational,5,10,1277,0,2026-01-15T06:52:00,True,RETRY_PAYMENT,False,0
TXN-00048,CUST-0099,15000,INR,upi,failed,card_declined,operational,5,9,1136,0,2026-01-06T19:01:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00049,CUST-0108,2500,INR,debit_card,failed,insufficient_funds,operational,4,0,623,0,2026-01-14T01:23:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00050,CUST-0338,2500,INR,upi,failed,expired_card,operational,1,16,970,0,2026-01-08T17:20:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00051,CUST-0076,500,INR,upi,failed,expired_card,operational,1,9,461,4,2026-01-10T01:30:00,False,STOP,False,0
TXN-00052,CUST-0295,500,INR,net_banking,failed,gateway_timeout,operational,3,13,1815,2,2026-01-29T15:52:00,True,RETRY_PAYMENT,True,500
TXN-00053,CUST-0113,15000,INR,net_banking,failed,insufficient_funds,operational,0,3,1595,1,2026-01-20T08:22:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00054,CUST-0342,500,INR,net_banking,failed,invalid_payment_method,operational,0,14,274,0,2026-01-22T03:30:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00055,CUST-0229,7500,INR,upi,failed,expired_card,degraded,4,16,874,3,2026-01-25T22:25:00,False,STOP,False,0
TXN-00056,CUST-0249,30000,INR,net_banking,failed,invalid_payment_method,operational,5,8,1569,2,2026-01-24T17:23:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00057,CUST-0042,7500,INR,net_banking,failed,card_declined,operational,2,10,655,0,2026-01-25T13:59:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00058,CUST-0278,500,INR,net_banking,failed,gateway_timeout,operational,0,13,835,2,2026-01-16T01:24:00,True,RETRY_PAYMENT,True,500
TXN-00059,CUST-0195,500,INR,net_banking,failed,insufficient_funds,degraded,5,0,1755,1,2026-01-27T04:48:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00060,CUST-0410,7500,INR,upi,failed,card_declined,operational,3,17,1531,3,2026-01-25T20:31:00,False,STOP,False,0
TXN-00061,CUST-0371,7500,INR,net_banking,failed,gateway_timeout,operational,0,12,689,0,2026-01-19T09:37:00,True,RETRY_PAYMENT,True,7500
TXN-00062,CUST-0220,7500,INR,credit_card,failed,gateway_timeout,degraded,5,0,172,1,2026-01-30T06:03:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00063,CUST-0390,500,INR,debit_card,failed,insufficient_funds,operational,1,14,670,0,2026-01-16T08:38:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00064,CUST-0115,30000,INR,net_banking,failed,card_declined,operational,0,17,107,0,2026-01-16T22:15:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00065,CUST-0123,15000,INR,credit_card,failed,invalid_payment_method,operational,1,0,1273,4,2026-01-07T22:26:00,False,STOP,False,0
TXN-00066,CUST-0086,500,INR,credit_card,failed,invalid_payment_method,operational,5,8,1571,0,2026-01-17T18:55:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00067,CUST-0476,7500,INR,credit_card,failed,invalid_payment_method,operational,2,3,1186,0,2026-01-02T04:02:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00068,CUST-0125,2500,INR,net_banking,failed,invalid_payment_method,operational,0,18,1415,2,2026-01-29T13:06:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00069,CUST-0339,500,INR,credit_card,failed,card_declined,operational,0,11,1092,1,2026-01-20T11:54:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00070,CUST-0326,2500,INR,upi,failed,expired_card,operational,3,3,888,0,2026-01-17T11:36:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00071,CUST-0397,30000,INR,debit_card,failed,insufficient_funds,operational,5,8,1262,2,2026-01-25T11:49:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00072,CUST-0125,7500,INR,upi,failed,insufficient_funds,operational,0,8,1806,0,2026-01-21T12:23:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00073,CUST-0182,15000,INR,net_banking,failed,expired_card,operational,2,5,999,1,2026-01-10T15:41:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00074,CUST-0486,15000,INR,upi,failed,card_declined,operational,2,17,21,2,2026-01-24T12:17:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00075,CUST-0230,500,INR,net_banking,failed,gateway_timeout,operational,5,15,1323,2,2026-01-23T08:06:00,True,RETRY_PAYMENT,False,0
TXN-00076,CUST-0272,500,INR,net_banking,failed,gateway_timeout,operational,4,11,970,0,2026-01-26T04:32:00,True,RETRY_PAYMENT,True,500
TXN-00077,CUST-0370,150000,INR,upi,failed,expired_card,operational,2,8,473,1,2026-01-06T11:47:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00078,CUST-0306,500,INR,debit_card,failed,temporary_gateway_failure,operational,2,18,1557,2,2026-01-24T21:02:00,True,RETRY_PAYMENT,True,500
TXN-00079,CUST-0024,500,INR,upi,failed,gateway_timeout,operational,0,17,260,0,2026-01-13T11:37:00,True,RETRY_PAYMENT,False,0
TXN-00080,CUST-0241,7500,INR,debit_card,failed,invalid_payment_method,operational,0,0,1176,2,2026-01-13T22:34:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00081,CUST-0206,7500,INR,debit_card,failed,card_declined,degraded,3,3,1684,0,2026-01-03T23:22:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00082,CUST-0286,7500,INR,credit_card,failed,expired_card,operational,2,2,509,2,2026-01-06T09:22:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00083,CUST-0220,15000,INR,debit_card,failed,expired_card,operational,3,9,1762,0,2026-01-27T18:49:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00084,CUST-0339,2500,INR,credit_card,failed,expired_card,operational,1,20,433,2,2026-01-13T01:03:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00085,CUST-0241,500,INR,debit_card,failed,gateway_timeout,operational,3,14,1412,0,2026-01-28T00:36:00,True,RETRY_PAYMENT,True,500
TXN-00086,CUST-0404,2500,INR,upi,failed,invalid_payment_method,operational,5,7,1893,1,2026-01-13T00:57:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00087,CUST-0424,15000,INR,debit_card,failed,expired_card,operational,5,4,1861,1,2026-01-13T02:08:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00088,CUST-0240,500,INR,debit_card,failed,temporary_gateway_failure,operational,4,9,900,1,2026-01-06T15:49:00,True,RETRY_PAYMENT,True,500
TXN-00089,CUST-0014,15000,INR,net_banking,failed,card_declined,operational,3,10,1237,1,2026-01-12T09:28:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00090,CUST-0241,500,INR,credit_card,failed,invalid_payment_method,down,2,18,83,1,2026-01-08T23:21:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00091,CUST-0241,7500,INR,upi,failed,insufficient_funds,operational,5,15,1985,1,2026-01-05T03:39:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00092,CUST-0148,2500,INR,upi,failed,card_declined,operational,2,13,1421,3,2026-01-23T13:11:00,False,STOP,False,0
TXN-00093,CUST-0443,15000,INR,credit_card,failed,insufficient_funds,operational,2,3,1987,0,2026-01-19T09:28:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00094,CUST-0321,7500,INR,net_banking,failed,temporary_gateway_failure,operational,2,19,1550,0,2026-01-23T16:29:00,True,RETRY_PAYMENT,True,7500
TXN-00095,CUST-0499,500,INR,debit_card,failed,card_declined,degraded,5,15,249,0,2026-01-02T07:31:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00096,CUST-0237,7500,INR,debit_card,failed,gateway_timeout,operational,3,2,461,0,2026-01-06T03:55:00,True,RETRY_PAYMENT,False,0
TXN-00097,CUST-0242,7500,INR,net_banking,failed,gateway_timeout,degraded,5,8,851,0,2026-01-22T23:01:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00098,CUST-0142,2500,INR,debit_card,failed,expired_card,operational,4,4,1770,3,2026-01-04T04:15:00,False,STOP,False,0
TXN-00099,CUST-0429,15000,INR,upi,failed,insufficient_funds,degraded,0,9,1487,1,2026-01-14T14:06:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00100,CUST-0391,7500,INR,net_banking,failed,invalid_payment_method,operational,3,11,681,0,2026-01-26T02:50:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00101,CUST-0439,7500,INR,upi,failed,insufficient_funds,operational,1,18,785,5,2026-01-11T15:06:00,False,STOP,False,0
TXN-00102,CUST-0078,15000,INR,upi,failed,temporary_gateway_failure,operational,3,12,1360,2,2026-01-30T16:10:00,True,RETRY_PAYMENT,True,15000
TXN-00103,CUST-0008,500,INR,upi,failed,expired_card,operational,3,3,1078,3,2026-01-21T19:05:00,False,STOP,False,0
TXN-00104,CUST-0333,15000,INR,debit_card,failed,insufficient_funds,operational,2,10,1277,2,2026-01-19T02:09:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00105,CUST-0036,500,INR,net_banking,failed,card_declined,degraded,3,17,74,1,2026-01-29T02:25:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00106,CUST-0361,2500,INR,upi,failed,invalid_payment_method,down,3,3,1558,2,2026-01-29T20:13:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00107,CUST-0151,30000,INR,debit_card,failed,insufficient_funds,operational,0,10,1631,3,2026-01-03T13:17:00,False,STOP,False,0
TXN-00108,CUST-0041,2500,INR,debit_card,failed,insufficient_funds,operational,5,5,349,0,2026-01-08T23:13:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00109,CUST-0236,7500,INR,debit_card,failed,insufficient_funds,operational,1,14,1307,1,2026-01-12T13:24:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00110,CUST-0301,2500,INR,net_banking,failed,temporary_gateway_failure,degraded,1,2,905,1,2026-01-16T17:26:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00111,CUST-0196,2500,INR,upi,failed,insufficient_funds,operational,3,15,219,0,2026-01-11T19:05:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00112,CUST-0290,7500,INR,upi,failed,expired_card,down,5,12,563,0,2026-01-01T08:50:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00113,CUST-0113,30000,INR,credit_card,failed,invalid_payment_method,degraded,2,7,1244,2,2026-01-17T00:49:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00114,CUST-0463,7500,INR,upi,failed,expired_card,operational,5,4,1287,2,2026-01-05T10:07:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00115,CUST-0168,7500,INR,upi,failed,temporary_gateway_failure,operational,2,4,185,0,2026-01-14T10:20:00,True,RETRY_PAYMENT,True,7500
TXN-00116,CUST-0496,500,INR,upi,failed,gateway_timeout,operational,1,8,1872,3,2026-01-22T22:18:00,False,STOP,False,0
TXN-00117,CUST-0441,30000,INR,upi,failed,invalid_payment_method,operational,0,4,1545,1,2026-01-11T06:25:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00118,CUST-0008,15000,INR,net_banking,failed,invalid_payment_method,degraded,2,2,1620,2,2026-01-18T22:58:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00119,CUST-0482,2500,INR,net_banking,failed,temporary_gateway_failure,operational,2,18,781,2,2026-01-30T01:27:00,True,RETRY_PAYMENT,True,2500
TXN-00120,CUST-0033,15000,INR,credit_card,failed,insufficient_funds,operational,2,19,454,4,2026-01-30T11:24:00,False,STOP,False,0
TXN-00121,CUST-0060,7500,INR,upi,failed,insufficient_funds,operational,0,1,624,0,2026-01-23T10:04:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00122,CUST-0381,500,INR,debit_card,failed,expired_card,operational,5,17,859,0,2026-01-27T17:31:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00123,CUST-0112,15000,INR,credit_card,failed,insufficient_funds,operational,2,1,1414,1,2026-01-17T20:43:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00124,CUST-0204,2500,INR,upi,failed,gateway_timeout,operational,4,20,735,1,2026-01-03T18:08:00,True,RETRY_PAYMENT,True,2500
TXN-00125,CUST-0125,75000,INR,credit_card,failed,insufficient_funds,operational,4,0,104,1,2026-01-16T04:16:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00126,CUST-0169,150000,INR,debit_card,failed,expired_card,operational,1,18,443,2,2026-01-11T14:29:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00127,CUST-0057,15000,INR,credit_card,failed,expired_card,operational,1,17,514,5,2026-01-08T22:35:00,False,STOP,False,0
TXN-00128,CUST-0090,15000,INR,debit_card,failed,temporary_gateway_failure,operational,1,18,664,2,2026-01-01T17:14:00,True,RETRY_PAYMENT,True,15000
TXN-00129,CUST-0232,500,INR,credit_card,failed,insufficient_funds,operational,2,16,1216,1,2026-01-05T23:06:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00130,CUST-0330,7500,INR,credit_card,failed,expired_card,operational,5,16,618,3,2026-01-21T20:18:00,False,STOP,False,0
TXN-00131,CUST-0038,75000,INR,net_banking,failed,temporary_gateway_failure,operational,0,15,1459,0,2026-01-21T04:29:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00132,CUST-0196,30000,INR,debit_card,failed,card_declined,operational,5,18,1124,0,2026-01-15T19:11:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00133,CUST-0334,150000,INR,upi,failed,expired_card,operational,0,3,1747,1,2026-01-30T19:07:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00134,CUST-0205,30000,INR,debit_card,failed,expired_card,operational,3,10,1695,3,2026-01-21T15:20:00,False,STOP,False,0
TXN-00135,CUST-0035,2500,INR,upi,failed,temporary_gateway_failure,operational,2,4,1407,1,2026-01-22T14:01:00,True,RETRY_PAYMENT,True,2500
TXN-00136,CUST-0490,500,INR,credit_card,failed,insufficient_funds,operational,1,17,123,0,2026-01-27T16:34:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00137,CUST-0308,7500,INR,credit_card,failed,card_declined,operational,3,1,1984,3,2026-01-14T02:10:00,False,STOP,False,0
TXN-00138,CUST-0189,2500,INR,debit_card,failed,temporary_gateway_failure,operational,0,11,1732,1,2026-01-26T07:35:00,True,RETRY_PAYMENT,True,2500
TXN-00139,CUST-0286,2500,INR,net_banking,failed,gateway_timeout,operational,4,19,1383,4,2026-01-30T05:59:00,False,STOP,False,0
TXN-00140,CUST-0093,500,INR,upi,failed,invalid_payment_method,operational,2,10,719,0,2026-01-01T06:40:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00141,CUST-0111,30000,INR,net_banking,failed,expired_card,operational,0,2,1529,2,2026-01-25T03:25:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00142,CUST-0453,2500,INR,upi,failed,insufficient_funds,operational,2,18,1222,0,2026-01-04T20:47:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00143,CUST-0227,500,INR,credit_card,failed,gateway_timeout,operational,5,13,995,0,2026-01-28T15:05:00,True,RETRY_PAYMENT,True,500
TXN-00144,CUST-0342,2500,INR,credit_card,failed,expired_card,operational,5,18,997,0,2026-01-24T23:33:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00145,CUST-0393,2500,INR,net_banking,failed,gateway_timeout,down,1,9,1937,0,2026-01-10T14:43:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00146,CUST-0195,500,INR,upi,failed,card_declined,operational,5,13,360,0,2026-01-06T21:06:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00147,CUST-0472,7500,INR,upi,failed,gateway_timeout,operational,0,13,39,3,2026-01-21T22:10:00,False,STOP,False,0
TXN-00148,CUST-0011,500,INR,net_banking,failed,card_declined,operational,3,9,236,2,2026-01-19T10:24:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00149,CUST-0125,75000,INR,net_banking,failed,gateway_timeout,operational,0,13,1730,3,2026-01-05T19:37:00,False,STOP,False,0
TXN-00150,CUST-0040,2500,INR,credit_card,failed,insufficient_funds,operational,2,7,683,0,2026-01-08T15:38:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00151,CUST-0121,7500,INR,debit_card,failed,temporary_gateway_failure,degraded,5,20,1670,0,2026-01-07T17:19:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00152,CUST-0253,500,INR,debit_card,failed,card_declined,operational,5,2,363,0,2026-01-29T13:53:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00153,CUST-0443,7500,INR,net_banking,failed,expired_card,operational,5,20,1280,3,2026-01-15T17:01:00,False,STOP,False,0
TXN-00154,CUST-0303,150000,INR,debit_card,failed,card_declined,operational,5,9,1631,1,2026-01-13T12:01:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00155,CUST-0040,500,INR,credit_card,failed,expired_card,operational,0,11,1704,1,2026-01-14T01:33:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00156,CUST-0334,7500,INR,net_banking,failed,temporary_gateway_failure,operational,5,1,922,1,2026-01-27T00:24:00,True,RETRY_PAYMENT,True,7500
TXN-00157,CUST-0089,7500,INR,debit_card,failed,expired_card,degraded,2,2,1034,1,2026-01-30T09:44:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00158,CUST-0470,500,INR,net_banking,failed,invalid_payment_method,down,4,5,746,1,2026-01-17T23:15:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00159,CUST-0169,2500,INR,upi,failed,insufficient_funds,operational,5,20,686,0,2026-01-03T23:59:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00160,CUST-0171,500,INR,net_banking,failed,invalid_payment_method,operational,5,19,1789,2,2026-01-07T20:14:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00161,CUST-0363,500,INR,debit_card,failed,invalid_payment_method,degraded,5,12,265,0,2026-01-28T01:56:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00162,CUST-0344,75000,INR,net_banking,failed,card_declined,operational,1,16,192,0,2026-01-30T09:37:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00163,CUST-0099,2500,INR,credit_card,failed,card_declined,operational,1,10,1941,0,2026-01-23T03:08:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00164,CUST-0428,2500,INR,debit_card,failed,gateway_timeout,operational,0,16,1579,2,2026-01-25T13:34:00,True,RETRY_PAYMENT,False,0
TXN-00165,CUST-0093,7500,INR,upi,failed,invalid_payment_method,operational,4,12,316,1,2026-01-08T09:13:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00166,CUST-0313,30000,INR,debit_card,failed,expired_card,operational,2,7,1986,0,2026-01-21T05:11:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00167,CUST-0226,2500,INR,net_banking,failed,invalid_payment_method,operational,3,6,754,0,2026-01-26T23:03:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00168,CUST-0071,7500,INR,net_banking,failed,card_declined,operational,1,6,1641,0,2026-01-28T12:27:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00169,CUST-0146,30000,INR,net_banking,failed,temporary_gateway_failure,operational,0,16,1744,1,2026-01-06T16:10:00,True,RETRY_PAYMENT,True,30000
TXN-00170,CUST-0477,500,INR,debit_card,failed,insufficient_funds,operational,1,14,1812,0,2026-01-16T21:50:00,False,ESCALATE_TO_HUMAN,False,0
